,product_category,product_subcategory,brand,assembly_service_requested,payment_method,product_price,shipping_cost,assembly_cost,delivery_window_days,customer_rating,payment_timing,delivery_status
1192,Kitchen,Table,Premium,True,Digital Wallet,921.64,0.0,194.42,7,2.5,Prepaid,On Going
1720,Dining Room,Storage,Affordable,True,Cash,950.87,80.95,272.43,7,2.7,Postpaid,Delivered
1850,Office,Work,Affordable,True,Card,90.4,81.85,102.9,12,3.4,Prepaid,Delivered
317,Kitchen,Storage,Premium,True,Bank Transfer,2159.92,137.65,109.76,3,3.9,Prepaid,On Going
518,Office,Work,Premium,True,Bank Transfer,1051.39,107.96,153.5,1,3.1,Prepaid,Failed Delivery
1217,Outdoor,Seating,Premium,True,Cash,600.98,106.34,236.26,13,2.6,Postpaid,On Going
700,Outdoor,Table,Affordable,True,Card,713.69,109.95,82.32,1,1.0,Prepaid,Failed Delivery
806,Kitchen,Storage,Mid Range,False,Cash,1829.22,148.6,0.0,10,1.8,Postpaid,Failed Delivery
525,Outdoor,Seating,Affordable,False,Digital Wallet,933.07,0.0,0.0,1,4.2,Prepaid,Failed Delivery
744,Office,Work,Mid Range,False,Bank Transfer,1226.74,141.03,0.0,8,1.2,Prepaid,Delivered
1411,Bedroom,Storage,Mid Range,False,Card,2425.16,69.63,0.0,7,2.9,Prepaid,Failed Delivery
304,Outdoor,Seating,Affordable,False,Digital Wallet,1093.84,67.22,0.0,3,3.7,Prepaid,On Going
435,Dining Room,Seating,Premium,True,Card,1432.52,62.58,198.17,13,2.4,Prepaid,Failed Delivery
164,Living Room,Seating,Affordable,False,Digital Wallet,508.05,0.0,0.0,13,1.2,Prepaid,Failed Delivery
1309,Dining Room,Storage,Affordable,False,Bank Transfer,964.05,108.36,0.0,9,1.8,Prepaid,Failed Delivery
872,Office,Storage,Premium,False,Digital Wallet,1462.87,59.74,0.0,12,3.0,Prepaid,On Going
710,Outdoor,Patio furniture,Mid Range,True,Cash,195.99,57.4,184.05,4,3.1,Postpaid,Delivered
1434,Office,Work,Mid Range,True,Digital Wallet,853.02,69.86,74.63,3,2.3,Prepaid,On Going
853,Bedroom,Sleeping,Premium,False,Digital Wallet,2315.06,131.55,0.0,6,2.0,Prepaid,Failed Delivery
1435,Living Room,Table,Mid Range,False,Digital Wallet,376.73,31.29,0.0,13,5.0,Prepaid,Failed Delivery
1517,Kitchen,Table,Other,False,Bank Transfer,1268.31,0.0,0.0,4,3.4,Prepaid,Failed Delivery
1431,Bedroom,Storage,Affordable,True,Bank Transfer,460.55,43.11,133.16,3,4.3,Prepaid,Failed Delivery
1336,Living Room,Table,Other,True,Digital Wallet,1911.98,55.99,102.41,7,3.5,Prepaid,Failed Delivery
355,Living Room,Seating,Affordable,False,Digital Wallet,293.46,45.93,0.0,3,4.4,Prepaid,Delivered
842,Kitchen,Storage,Premium,True,Digital Wallet,1537.5,110.72,50.18,10,3.8,Prepaid,Failed Delivery
36,Kitchen,Storage,Affordable,True,Cash,1060.51,93.64,284.93,4,3.8,Postpaid,Failed Delivery
1185,Bedroom,Storage,Other,True,Digital Wallet,1294.07,0.0,145.17,2,1.1,Prepaid,On Going
285,Kitchen,Table,Affordable,False,Cash,343.84,60.85,0.0,10,1.5,Postpaid,On Going
18,Outdoor,Seating,Mid Range,True,Card,734.59,136.38,26.52,12,4.4,Prepaid,On Going
722,Outdoor,Patio furniture,Affordable,True,Card,1655.97,147.53,64.21,4,3.9,Prepaid,Failed Delivery
1562,Dining Room,Storage,Premium,True,Digital Wallet,183.64,92.47,74.38,11,3.8,Prepaid,On Going
679,Office,Work,Mid Range,True,Card,1127.27,0.0,145.43,3,4.3,Prepaid,On Going
754,Living Room,Table,Affordable,False,Digital Wallet,586.13,0.0,0.0,9,3.1,Prepaid,Delivered
939,Bedroom,Storage,Mid Range,True,Digital Wallet,2261.89,85.94,96.03,7,4.9,Prepaid,Failed Delivery
1311,Living Room,Seating,Mid Range,False,Card,2148.5,0.0,0.0,3,4.7,Prepaid,Failed Delivery
1813,Kitchen,Table,Premium,False,Digital Wallet,1239.67,0.0,0.0,9,1.7,Prepaid,On Going
871,Living Room,Storage,Mid Range,False,Cash,414.39,73.85,0.0,13,2.6,Postpaid,Delivered
8,Dining Room,Seating,Premium,False,Digital Wallet,568.59,76.27,0.0,10,1.9,Prepaid,Failed Delivery
1535,Bedroom,Sleeping,Mid Range,True,Card,2601.03,144.52,131.94,14,4.5,Prepaid,Failed Delivery
772,Outdoor,Seating,Mid Range,False,Card,170.36,82.82,0.0,7,4.9,Prepaid,Failed Delivery
1579,Kitchen,Storage,Affordable,False,Bank Transfer,2075.39,0.0,0.0,3,3.1,Prepaid,Failed Delivery
892,Dining Room,Seating,Mid Range,False,Bank Transfer,1150.23,0.0,0.0,7,3.6,Prepaid,Failed Delivery
50,Office,Work,Affordable,True,Cash,151.4,53.43,102.9,13,2.1,Postpaid,Delivered
1098,Living Room,Table,Premium,True,Digital Wallet,588.59,83.98,181.51,2,3.8,Prepaid,Failed Delivery
409,Office,Work,Premium,False,Card,378.96,77.55,0.0,6,2.1,Prepaid,Failed Delivery
1879,Bedroom,Storage,Affordable,False,Card,890.36,51.2,0.0,4,2.0,Prepaid,Failed Delivery
670,Kitchen,Table,Other,False,Cash,487.51,52.93,0.0,6,2.0,Postpaid,Failed Delivery
1228,Dining Room,Storage,Other,False,Digital Wallet,737.71,135.36,0.0,7,1.5,Prepaid,Failed Delivery
1766,Dining Room,Storage,Affordable,True,Cash,1359.22,121.12,231.52,9,2.6,Postpaid,On Going
1696,Living Room,Seating,Other,True,Card,892.59,119.23,88.15,9,3.8,Prepaid,On Going
743,Kitchen,Storage,Premium,False,Card,1592.48,118.48,0.0,4,3.1,Prepaid,Failed Delivery
1190,Outdoor,Patio furniture,Affordable,True,Digital Wallet,258.01,43.47,98.02,8,2.6,Prepaid,On Going
1661,Outdoor,Seating,Affordable,True,Digital Wallet,1288.94,120.4,102.9,1,4.0,Prepaid,On Going
483,Kitchen,Table,Mid Range,True,Cash,2425.85,86.02,44.21,6,2.5,Postpaid,Failed Delivery
1063,Bedroom,Sleeping,Premium,True,Card,2040.71,55.38,179.29,3,2.8,Prepaid,Failed Delivery
1102,Dining Room,Seating,Affordable,False,Card,1210.05,0.0,0.0,8,1.7,Prepaid,Failed Delivery
1929,Outdoor,Seating,Mid Range,False,Card,1706.08,0.0,0.0,8,1.6,Prepaid,On Going
1301,Kitchen,Storage,Other,True,Digital Wallet,1393.69,0.0,159.95,2,4.1,Prepaid,On Going
440,Living Room,Seating,Mid Range,True,Cash,2120.94,0.0,55.35,4,3.1,Postpaid,Failed Delivery
1239,Outdoor,Table,Affordable,False,Card,893.8,98.04,0.0,5,2.3,Prepaid,On Going
770,Outdoor,Table,Affordable,True,Bank Transfer,990.85,118.85,288.98,12,2.9,Prepaid,Failed Delivery
1187,Living Room,Table,Mid Range,True,Digital Wallet,633.51,68.18,109.7,11,3.4,Prepaid,On Going
1318,Office,Work,Affordable,True,Card,371.77,35.84,175.26,7,2.3,Prepaid,Delivered
271,Outdoor,Seating,Affordable,False,Digital Wallet,540.67,0.0,0.0,13,4.3,Prepaid,Delivered
1753,Outdoor,Seating,Affordable,False,Digital Wallet,1137.14,108.78,0.0,12,3.4,Prepaid,On Going
690,Outdoor,Patio furniture,Affordable,False,Digital Wallet,882.98,110.69,0.0,10,3.1,Prepaid,Delivered
1640,Bedroom,Sleeping,Affordable,False,Card,1397.55,129.39,0.0,14,1.0,Prepaid,Failed Delivery
175,Living Room,Seating,Affordable,False,Card,1756.23,148.02,0.0,13,2.2,Prepaid,Failed Delivery
943,Office,Work,Affordable,True,Digital Wallet,388.6,86.91,37.21,1,3.6,Prepaid,On Going
141,Outdoor,Seating,Affordable,False,Card,1520.13,148.08,0.0,11,1.5,Prepaid,Failed Delivery
973,Dining Room,Table,Mid Range,True,Card,297.72,62.24,143.15,5,4.5,Prepaid,On Going
1135,Outdoor,Patio furniture,Mid Range,True,Card,350.81,81.75,261.1,6,2.3,Prepaid,On Going
110,Bedroom,Sleeping,Premium,True,Digital Wallet,1764.02,64.19,43.65,4,2.8,Prepaid,Delivered
594,Kitchen,Table,Affordable,False,Digital Wallet,1196.67,81.43,0.0,2,3.0,Prepaid,Failed Delivery
559,Outdoor,Patio furniture,Affordable,False,Bank Transfer,1569.63,0.0,0.0,9,3.1,Prepaid,Delivered
1144,Outdoor,Patio furniture,Affordable,True,Card,473.87,41.45,61.28,2,3.9,Prepaid,Failed Delivery
1703,Dining Room,Storage,Mid Range,False,Bank Transfer,1733.11,73.85,0.0,8,1.5,Prepaid,On Going
99,Bedroom,Sleeping,Other,True,Card,2854.68,59.17,26.26,6,1.5,Prepaid,On Going
369,Kitchen,Table,Mid Range,True,Card,939.44,0.0,86.28,8,2.4,Prepaid,Failed Delivery
658,Bedroom,Sleeping,Affordable,True,Digital Wallet,2255.53,98.5,237.78,4,4.3,Prepaid,On Going
1282,Kitchen,Table,Mid Range,False,Bank Transfer,1389.45,119.49,0.0,4,2.2,Prepaid,Failed Delivery
1093,Outdoor,Seating,Premium,True,Card,439.1,95.29,113.27,2,1.8,Prepaid,Failed Delivery
1557,Outdoor,Patio furniture,Mid Range,True,Digital Wallet,200.38,86.53,284.12,5,1.6,Prepaid,Failed Delivery
1204,Kitchen,Table,Mid Range,True,Card,1990.81,54.38,67.07,5,2.4,Prepaid,Failed Delivery
866,Dining Room,Table,Premium,True,Bank Transfer,396.19,91.09,75.16,1,2.7,Prepaid,Failed Delivery
906,Bedroom,Storage,Premium,False,Card,1766.79,53.15,0.0,6,3.5,Prepaid,On Going
992,Outdoor,Seating,Mid Range,False,Digital Wallet,267.8,56.99,0.0,3,3.1,Prepaid,Delivered
373,Kitchen,Table,Mid Range,True,Cash,2151.94,64.0,173.35,11,3.1,Postpaid,On Going
1279,Bedroom,Storage,Premium,True,Card,1279.6,138.07,39.39,5,3.7,Prepaid,Failed Delivery
556,Office,Work,Mid Range,True,Digital Wallet,136.88,60.3,229.67,8,3.8,Prepaid,Failed Delivery
946,Dining Room,Seating,Mid Range,True,Digital Wallet,1171.42,82.25,62.5,7,2.2,Prepaid,Delivered
904,Bedroom,Storage,Affordable,True,Card,896.68,0.0,276.69,14,1.4,Prepaid,Failed Delivery
448,Outdoor,Table,Mid Range,True,Card,1666.53,107.07,25.94,6,2.1,Prepaid,On Going
1110,Office,Work,Mid Range,False,Digital Wallet,464.46,72.33,0.0,9,2.1,Prepaid,Delivered
848,Office,Work,Affordable,False,Card,540.45,0.0,0.0,3,3.9,Prepaid,Delivered
931,Bedroom,Sleeping,Affordable,False,Digital Wallet,1666.58,0.0,0.0,7,1.9,Prepaid,Delivered
991,Living Room,Seating,Affordable,False,Digital Wallet,739.8,0.0,0.0,2,1.9,Prepaid,Failed Delivery
873,Office,Work,Affordable,True,Card,912.63,79.01,161.81,11,3.1,Prepaid,On Going
869,Dining Room,Storage,Premium,True,Card,469.99,33.13,160.32,14,2.0,Prepaid,Failed Delivery
1356,Dining Room,Seating,Affordable,True,Digital Wallet,1200.61,93.53,193.74,4,3.6,Prepaid,On Going
1162,Living Room,Seating,Affordable,True,Digital Wallet,432.6,85.45,183.21,7,1.4,Prepaid,Failed Delivery
338,Office,Storage,Premium,True,Card,1022.47,73.85,41.08,3,2.9,Prepaid,On Going
88,Office,Work,Affordable,False,Digital Wallet,231.45,53.6,0.0,10,3.8,Prepaid,Failed Delivery
537,Bedroom,Sleeping,Affordable,False,Digital Wallet,1730.26,116.07,0.0,12,1.4,Prepaid,Delivered
136,Kitchen,Table,Affordable,True,Digital Wallet,2292.89,0.0,77.44,12,2.7,Prepaid,On Going
1121,Kitchen,Storage,Affordable,False,Digital Wallet,430.5,29.21,0.0,5,2.8,Prepaid,On Going
653,Outdoor,Table,Premium,False,Card,668.01,125.74,0.0,10,2.4,Prepaid,On Going
1588,Kitchen,Storage,Affordable,False,Cash,1276.99,51.36,0.0,8,3.1,Postpaid,Failed Delivery
1674,Outdoor,Table,Premium,True,Card,1147.69,0.0,201.57,5,2.5,Prepaid,On Going
1140,Bedroom,Sleeping,Affordable,False,Digital Wallet,1568.03,112.53,0.0,10,4.1,Prepaid,On Going
7,Dining Room,Table,Mid Range,False,Card,500.87,137.64,0.0,4,2.6,Prepaid,Failed Delivery
1177,Kitchen,Table,Mid Range,True,Digital Wallet,1884.23,114.5,190.37,14,3.1,Prepaid,Failed Delivery
1528,Dining Room,Storage,Affordable,True,Card,465.64,53.52,41.51,8,3.7,Prepaid,Failed Delivery
1453,Outdoor,Seating,Premium,False,Digital Wallet,1007.99,0.0,0.0,11,4.8,Prepaid,Failed Delivery
927,Bedroom,Sleeping,Premium,False,Digital Wallet,2647.16,74.06,0.0,3,2.9,Prepaid,Failed Delivery
81,Outdoor,Seating,Mid Range,True,Card,787.03,132.07,294.72,3,3.4,Prepaid,Failed Delivery
1644,Living Room,Seating,Mid Range,True,Digital Wallet,222.36,54.45,177.29,1,4.6,Prepaid,On Going
1508,Office,Storage,Premium,False,Digital Wallet,775.14,0.0,0.0,6,3.1,Prepaid,Failed Delivery
1308,Kitchen,Storage,Mid Range,False,Cash,621.95,75.25,0.0,14,2.6,Postpaid,On Going
562,Outdoor,Seating,Affordable,True,Digital Wallet,1366.68,137.11,66.02,5,2.7,Prepaid,On Going
715,Living Room,Seating,Mid Range,True,Card,228.26,78.5,81.87,5,2.9,Prepaid,Failed Delivery
145,Living Room,Table,Premium,True,Bank Transfer,1176.35,149.51,132.12,2,2.2,Prepaid,Failed Delivery
1030,Office,Storage,Affordable,True,Cash,664.84,133.43,168.9,10,1.0,Postpaid,On Going
161,Office,Work,Premium,False,Digital Wallet,280.05,28.8,0.0,14,2.0,Prepaid,Delivered
1083,Kitchen,Storage,Other,False,Card,1901.96,96.06,0.0,11,3.2,Prepaid,Failed Delivery
210,Office,Work,Mid Range,True,Card,615.58,113.67,37.5,7,2.3,Prepaid,Failed Delivery
1396,Kitchen,Table,Affordable,True,Card,1680.54,50.34,176.85,13,3.3,Prepaid,Failed Delivery
315,Bedroom,Storage,Affordable,False,Digital Wallet,2331.6,130.54,0.0,11,1.6,Prepaid,Failed Delivery
977,Dining Room,Table,Mid Range,False,Card,696.84,139.04,0.0,3,2.9,Prepaid,Failed Delivery
378,Dining Room,Storage,Affordable,False,Digital Wallet,992.38,54.64,0.0,2,3.1,Prepaid,Failed Delivery
671,Bedroom,Sleeping,Affordable,False,Card,2435.04,90.93,0.0,14,3.7,Prepaid,Failed Delivery
1680,Living Room,Table,Affordable,False,Cash,2119.24,73.85,0.0,1,3.9,Postpaid,Failed Delivery
1275,Dining Room,Table,Affordable,True,Bank Transfer,1236.29,97.25,165.86,6,3.2,Prepaid,Failed Delivery
656,Outdoor,Seating,Mid Range,True,Card,1477.66,0.0,29.77,14,3.1,Prepaid,On Going
294,Kitchen,Storage,Affordable,True,Digital Wallet,645.63,0.0,70.46,9,3.9,Prepaid,Failed Delivery
1362,Office,Work,Premium,False,Digital Wallet,1490.96,111.22,0.0,13,4.2,Prepaid,Failed Delivery
1420,Office,Work,Mid Range,True,Bank Transfer,800.14,54.41,41.55,4,3.5,Prepaid,Delivered
1310,Office,Work,Mid Range,False,Cash,233.47,57.79,0.0,2,3.1,Postpaid,Delivered
1251,Kitchen,Storage,Mid Range,False,Digital Wallet,1536.13,145.67,0.0,6,3.1,Prepaid,On Going
1209,Kitchen,Table,Mid Range,False,Digital Wallet,343.55,86.8,0.0,10,2.1,Prepaid,Failed Delivery
1377,Kitchen,Table,Mid Range,False,Digital Wallet,2029.52,74.6,0.0,5,3.1,Prepaid,On Going
447,Outdoor,Patio furniture,Affordable,False,Cash,1771.88,101.76,0.0,1,1.9,Postpaid,On Going
408,Living Room,Storage,Affordable,False,Card,1031.69,73.85,0.0,4,4.8,Prepaid,Delivered
1196,Outdoor,Patio furniture,Mid Range,True,Digital Wallet,1652.59,0.0,85.62,2,3.0,Prepaid,Failed Delivery
1447,Outdoor,Table,Affordable,True,Card,895.03,110.57,199.32,10,4.2,Prepaid,Failed Delivery
1634,Bedroom,Sleeping,Affordable,False,Card,2775.24,113.06,0.0,7,3.2,Prepaid,Delivered
1893,Office,Work,Premium,True,Cash,1407.63,128.32,63.8,2,3.5,Postpaid,Failed Delivery
1156,Bedroom,Storage,Premium,False,Card,1344.18,74.86,0.0,2,4.8,Prepaid,Failed Delivery
959,Outdoor,Patio furniture,Affordable,False,Cash,709.83,128.67,0.0,13,2.2,Postpaid,On Going
795,Dining Room,Seating,Affordable,False,Digital Wallet,1432.11,59.73,0.0,13,4.5,Prepaid,Failed Delivery
1616,Office,Storage,Other,True,Card,725.46,102.2,152.2,2,1.0,Prepaid,Delivered
531,Outdoor,Table,Premium,True,Card,574.61,77.73,208.29,1,4.3,Prepaid,Failed Delivery
1049,Office,Work,Other,True,Digital Wallet,526.22,77.75,33.32,11,2.3,Prepaid,On Going
91,Dining Room,Seating,Affordable,False,Digital Wallet,271.25,47.13,0.0,3,4.1,Prepaid,Failed Delivery
798,Bedroom,Sleeping,Affordable,False,Card,484.44,63.66,0.0,10,1.6,Prepaid,Failed Delivery
649,Bedroom,Storage,Affordable,False,Digital Wallet,2105.77,0.0,0.0,9,3.1,Prepaid,Failed Delivery
502,Bedroom,Sleeping,Affordable,False,Digital Wallet,559.61,75.81,0.0,7,4.7,Prepaid,Delivered
61,Dining Room,Seating,Mid Range,False,Card,1435.42,0.0,0.0,4,3.1,Prepaid,Delivered
1427,Dining Room,Storage,Affordable,False,Digital Wallet,665.41,0.0,0.0,13,2.5,Prepaid,Failed Delivery
851,Kitchen,Table,Affordable,False,Card,1898.88,110.33,0.0,7,3.1,Prepaid,Failed Delivery
1486,Bedroom,Storage,Mid Range,False,Bank Transfer,1270.54,69.61,0.0,14,2.2,Prepaid,On Going
647,Bedroom,Storage,Mid Range,False,Digital Wallet,2046.73,101.27,0.0,8,2.9,Prepaid,Failed Delivery
1487,Bedroom,Storage,Mid Range,False,Digital Wallet,1668.2,76.93,0.0,14,4.5,Prepaid,Failed Delivery
1462,Outdoor,Table,Premium,False,Bank Transfer,595.7,94.06,0.0,7,3.9,Prepaid,On Going
342,Living Room,Table,Other,False,Cash,2141.93,126.74,0.0,12,3.9,Postpaid,On Going
935,Office,Work,Affordable,False,Bank Transfer,81.43,90.49,0.0,2,3.1,Prepaid,Failed Delivery
19,Kitchen,Storage,Premium,False,Card,608.4,0.0,0.0,4,1.3,Prepaid,On Going
698,Outdoor,Seating,Premium,True,Digital Wallet,1115.51,54.55,108.97,12,3.1,Prepaid,Failed Delivery
126,Living Room,Seating,Affordable,False,Digital Wallet,1726.31,81.02,0.0,3,4.8,Prepaid,Failed Delivery
32,Bedroom,Sleeping,Affordable,False,Digital Wallet,220.64,80.24,0.0,13,4.2,Prepaid,On Going
1401,Dining Room,Table,Premium,False,Card,169.57,73.85,0.0,2,3.6,Prepaid,On Going
76,Dining Room,Storage,Mid Range,True,Card,1773.61,52.89,65.54,1,1.4,Prepaid,Failed Delivery
236,Dining Room,Table,Affordable,False,Digital Wallet,447.78,77.01,0.0,7,3.3,Prepaid,On Going
273,Bedroom,Sleeping,Mid Range,True,Card,1028.68,0.0,28.94,11,3.8,Prepaid,On Going
1913,Office,Work,Affordable,False,Bank Transfer,1029.82,85.24,0.0,5,2.9,Prepaid,Failed Delivery
775,Living Room,Table,Premium,True,Card,2077.7,0.0,228.74,11,2.7,Prepaid,Delivered
1606,Outdoor,Seating,Affordable,False,Bank Transfer,350.81,66.08,0.0,4,4.2,Prepaid,On Going
578,Office,Work,Mid Range,False,Card,89.4,72.91,0.0,7,2.8,Prepaid,On Going
1374,Bedroom,Storage,Affordable,True,Bank Transfer,1966.84,124.77,91.73,13,4.1,Prepaid,Delivered
1107,Dining Room,Table,Premium,True,Card,1511.91,141.75,106.09,4,4.0,Prepaid,Failed Delivery
1116,Dining Room,Seating,Affordable,False,Digital Wallet,375.47,50.03,0.0,14,2.8,Prepaid,Failed Delivery
850,Office,Work,Affordable,False,Bank Transfer,346.74,35.76,0.0,4,3.6,Prepaid,On Going
1407,Bedroom,Sleeping,Premium,True,Card,485.95,93.42,162.71,13,3.7,Prepaid,Failed Delivery
53,Dining Room,Seating,Mid Range,True,Digital Wallet,418.8,70.54,98.24,2,4.7,Prepaid,Failed Delivery
503,Office,Work,Affordable,False,Digital Wallet,172.82,33.47,0.0,8,2.1,Prepaid,Failed Delivery
1472,Dining Room,Storage,Premium,False,Card,1590.35,93.79,0.0,14,4.5,Prepaid,On Going
1621,Kitchen,Table,Affordable,True,Card,306.35,68.35,149.69,1,1.1,Prepaid,On Going
131,Office,Work,Premium,False,Card,602.33,148.44,0.0,13,2.5,Prepaid,Failed Delivery
1763,Office,Work,Premium,True,Bank Transfer,1253.87,116.41,35.79,2,2.0,Prepaid,On Going
1443,Living Room,Seating,Affordable,True,Card,2235.36,89.78,34.66,11,2.3,Prepaid,On Going
1272,Living Room,Table,Affordable,True,Digital Wallet,1495.43,0.0,53.26,11,1.1,Prepaid,Failed Delivery
856,Living Room,Storage,Premium,True,Digital Wallet,1021.81,61.84,40.11,3,2.3,Prepaid,Failed Delivery
209,Office,Work,Mid Range,False,Card,425.36,77.29,0.0,11,1.3,Prepaid,On Going
1214,Outdoor,Seating,Affordable,False,Bank Transfer,1087.84,122.93,0.0,8,4.1,Prepaid,Delivered
28,Outdoor,Table,Affordable,False,Bank Transfer,485.94,72.57,0.0,9,4.6,Prepaid,On Going
492,Dining Room,Table,Affordable,True,Bank Transfer,744.39,103.43,178.11,2,4.0,Prepaid,Delivered
1271,Outdoor,Patio furniture,Premium,True,Digital Wallet,1602.48,67.46,43.12,8,3.3,Prepaid,Delivered
782,Office,Work,Affordable,False,Bank Transfer,666.64,0.0,0.0,1,4.5,Prepaid,Delivered
1467,Office,Work,Affordable,False,Card,1251.74,81.78,0.0,8,4.9,Prepaid,On Going
432,Living Room,Table,Mid Range,False,Card,2356.07,73.85,0.0,4,1.2,Prepaid,On Going
954,Office,Work,Mid Range,False,Card,1475.43,134.17,0.0,14,2.8,Prepaid,Failed Delivery
981,Outdoor,Seating,Affordable,True,Cash,1722.52,0.0,127.8,7,4.9,Postpaid,Delivered
526,Kitchen,Table,Affordable,False,Digital Wallet,514.2,85.38,0.0,10,4.4,Prepaid,Delivered
1105,Kitchen,Table,Affordable,True,Cash,1931.03,53.28,150.74,5,3.1,Postpaid,Failed Delivery
143,Outdoor,Seating,Affordable,False,Digital Wallet,622.08,54.78,0.0,5,3.1,Prepaid,Failed Delivery
1750,Office,Work,Mid Range,False,Card,1156.71,0.0,0.0,9,1.6,Prepaid,Failed Delivery
139,Dining Room,Table,Affordable,True,Card,1911.47,128.64,281.0,1,4.9,Prepaid,Failed Delivery
896,Dining Room,Seating,Affordable,False,Card,1064.37,0.0,0.0,5,4.2,Prepaid,Failed Delivery
1351,Kitchen,Table,Mid Range,True,Digital Wallet,2107.15,0.0,273.63,8,3.1,Prepaid,Delivered
812,Bedroom,Storage,Affordable,True,Digital Wallet,178.11,53.29,292.77,13,1.7,Prepaid,Delivered
33,Bedroom,Storage,Affordable,False,Cash,458.07,90.41,0.0,4,4.7,Postpaid,Delivered
1926,Living Room,Table,Affordable,True,Card,2243.93,0.0,150.33,6,3.7,Prepaid,On Going
425,Office,Work,Mid Range,True,Card,453.43,56.67,128.47,12,2.1,Prepaid,On Going
128,Office,Work,Affordable,True,Card,401.69,35.32,184.44,2,3.2,Prepaid,Failed Delivery
697,Living Room,Seating,Mid Range,True,Digital Wallet,2069.08,112.07,26.5,8,2.0,Prepaid,Failed Delivery
1167,Bedroom,Storage,Premium,False,Digital Wallet,1421.12,0.0,0.0,12,2.1,Prepaid,On Going
127,Outdoor,Table,Mid Range,True,Cash,1491.75,132.9,226.27,1,1.7,Postpaid,Delivered
659,Living Room,Seating,Affordable,False,Digital Wallet,1649.94,147.95,0.0,12,3.9,Prepaid,On Going
1613,Dining Room,Storage,Affordable,False,Card,367.57,65.07,0.0,3,2.8,Prepaid,Failed Delivery
71,Living Room,Seating,Mid Range,False,Digital Wallet,291.68,57.4,0.0,10,1.4,Prepaid,Failed Delivery
266,Dining Room,Table,Affordable,True,Card,1053.88,67.93,160.34,8,4.1,Prepaid,Delivered
720,Living Room,Table,Affordable,True,Card,712.96,73.85,74.04,13,2.3,Prepaid,Failed Delivery
1247,Bedroom,Sleeping,Affordable,False,Digital Wallet,2842.04,141.01,0.0,11,4.9,Prepaid,Failed Delivery
1364,Office,Work,Affordable,False,Cash,1378.03,73.09,0.0,14,2.8,Postpaid,Failed Delivery
1524,Dining Room,Storage,Mid Range,True,Digital Wallet,466.42,70.91,39.41,8,3.1,Prepaid,Failed Delivery
1816,Kitchen,Table,Premium,False,Bank Transfer,1083.73,68.8,0.0,14,1.4,Prepaid,Failed Delivery
156,Living Room,Storage,Premium,False,Digital Wallet,651.49,77.45,0.0,10,3.0,Prepaid,Failed Delivery
122,Kitchen,Storage,Premium,True,Card,1317.97,129.18,286.36,10,2.3,Prepaid,Failed Delivery
1065,Bedroom,Sleeping,Mid Range,False,Bank Transfer,2101.43,87.43,0.0,3,2.9,Prepaid,Failed Delivery
1707,Living Room,Storage,Affordable,True,Bank Transfer,1112.69,77.58,37.14,6,3.2,Prepaid,On Going
1347,Living Room,Storage,Mid Range,False,Card,742.07,99.19,0.0,10,2.7,Prepaid,Delivered
1376,Outdoor,Patio furniture,Affordable,True,Card,1749.81,58.52,39.82,8,5.0,Prepaid,Delivered
1458,Dining Room,Storage,Premium,True,Digital Wallet,616.61,135.46,262.85,1,3.1,Prepaid,Failed Delivery
443,Living Room,Table,Premium,True,Card,361.89,47.79,27.53,4,1.8,Prepaid,Failed Delivery
1029,Office,Work,Mid Range,False,Cash,434.96,35.6,0.0,9,3.3,Postpaid,On Going
1169,Dining Room,Table,Affordable,False,Digital Wallet,1836.93,0.0,0.0,6,3.6,Prepaid,On Going
1901,Bedroom,Sleeping,Affordable,False,Bank Transfer,608.84,81.1,0.0,2,1.7,Prepaid,On Going
1800,Bedroom,Storage,Premium,True,Cash,2768.96,146.89,34.83,5,4.8,Postpaid,Failed Delivery
1819,Living Room,Seating,Affordable,True,Digital Wallet,1424.21,97.97,91.63,11,1.7,Prepaid,On Going
511,Bedroom,Storage,Affordable,True,Card,327.87,92.58,42.58,14,1.4,Prepaid,On Going
581,Outdoor,Seating,Premium,False,Digital Wallet,196.93,82.35,0.0,2,2.4,Prepaid,Failed Delivery
643,Office,Work,Affordable,True,Cash,972.27,0.0,196.98,11,2.8,Postpaid,Failed Delivery
564,Office,Work,Affordable,False,Bank Transfer,193.84,92.35,0.0,2,3.1,Prepaid,On Going
269,Outdoor,Seating,Affordable,True,Card,1550.86,60.39,223.8,1,1.6,Prepaid,On Going
1392,Kitchen,Storage,Premium,False,Card,1065.25,94.93,0.0,14,2.6,Prepaid,Failed Delivery
1540,Bedroom,Sleeping,Mid Range,False,Cash,1621.4,101.69,0.0,8,3.1,Postpaid,On Going
255,Living Room,Seating,Affordable,True,Digital Wallet,1879.02,92.94,63.85,2,3.4,Prepaid,Failed Delivery
336,Office,Storage,Mid Range,True,Bank Transfer,948.13,73.85,288.06,2,2.8,Prepaid,Delivered
1864,Outdoor,Table,Affordable,True,Card,671.08,0.0,211.35,11,4.3,Prepaid,Failed Delivery
889,Living Room,Seating,Premium,True,Digital Wallet,2369.64,113.43,30.47,4,3.2,Prepaid,Failed Delivery
1043,Bedroom,Sleeping,Affordable,False,Card,2844.65,121.13,0.0,9,3.8,Prepaid,Failed Delivery
1518,Living Room,Table,Premium,True,Digital Wallet,1327.75,82.69,57.46,13,4.9,Prepaid,Delivered
